Time,EC,Experiment
00:20:26,188.7,High Seismicity
00:20:28,188.7,High Seismicity
00:20:30,188.7,High Seismicity
00:20:32,188.7,High Seismicity
00:20:34,188.7,High Seismicity
00:20:36,188.7,High Seismicity
00:20:38,188.7,High Seismicity
00:20:40,188.7,High Seismicity
00:20:42,188.8,High Seismicity
00:20:44,188.8,High Seismicity
00:20:46,188.7,High Seismicity
00:20:48,188.7,High Seismicity
00:20:50,188.8,High Seismicity
00:20:52,188.8,High Seismicity
00:20:54,188.8,High Seismicity
00:20:56,188.8,High Seismicity
00:20:58,188.8,High Seismicity
00:21:00,188.8,High Seismicity
00:21:02,188.8,High Seismicity
00:21:04,188.8,High Seismicity
00:21:06,188.8,High Seismicity
00:21:08,188.8,High Seismicity
00:21:10,188.8,High Seismicity
00:21:12,188.8,High Seismicity
00:21:14,188.8,High Seismicity
00:21:16,188.8,High Seismicity
00:21:18,188.8,High Seismicity
00:21:20,188.8,High Seismicity
00:21:22,188.8,High Seismicity
00:21:24,188.8,High Seismicity
00:21:26,188.8,High Seismicity
00:21:28,188.8,High Seismicity
00:21:30,188.9,High Seismicity
00:21:32,188.9,High Seismicity
00:21:34,188.8,High Seismicity
00:21:36,188.9,High Seismicity
00:21:38,188.8,High Seismicity
00:21:40,188.9,High Seismicity
00:21:42,188.8,High Seismicity
00:21:44,188.9,High Seismicity
00:21:46,188.9,High Seismicity
00:21:48,188.9,High Seismicity
00:21:50,188.9,High Seismicity
00:21:52,188.9,High Seismicity
00:21:54,188.9,High Seismicity
00:21:56,188.9,High Seismicity
00:21:58,188.9,High Seismicity
00:22:00,188.9,High Seismicity
00:22:02,188.9,High Seismicity
00:22:04,188.9,High Seismicity
00:22:06,188.9,High Seismicity
00:22:08,188.9,High Seismicity
00:22:10,188.9,High Seismicity
00:22:12,188.9,High Seismicity
00:22:14,188.9,High Seismicity
00:22:16,188.9,High Seismicity
00:22:18,189,High Seismicity
00:22:20,188.9,High Seismicity
00:22:22,189,High Seismicity
00:22:24,188.9,High Seismicity
00:22:26,188.9,High Seismicity
00:22:28,189,High Seismicity
00:22:30,188.9,High Seismicity
00:22:32,189,High Seismicity
00:22:34,189,High Seismicity
00:22:36,189,High Seismicity
00:22:38,189,High Seismicity
00:22:40,189,High Seismicity
00:22:42,189,High Seismicity
00:22:44,189,High Seismicity
00:22:46,189,High Seismicity
00:22:48,189,High Seismicity
00:22:50,189,High Seismicity
00:22:52,189,High Seismicity
00:22:54,189,High Seismicity
00:22:56,189,High Seismicity
00:22:58,189,High Seismicity
00:23:00,189,High Seismicity
00:23:02,189,High Seismicity
00:23:04,189,High Seismicity
00:23:06,189,High Seismicity
00:23:08,189,High Seismicity
00:23:10,189,High Seismicity
00:23:12,189.1,High Seismicity
00:23:14,189.1,High Seismicity
00:23:16,189,High Seismicity
00:23:18,189.1,High Seismicity
00:23:20,189.1,High Seismicity
00:23:22,189.1,High Seismicity
00:23:24,189.1,High Seismicity
00:23:26,189.1,High Seismicity
00:23:28,189.1,High Seismicity
00:23:30,189.1,High Seismicity
00:23:32,189.1,High Seismicity
00:23:34,189,High Seismicity
00:23:36,189.1,High Seismicity
00:23:38,189.1,High Seismicity
00:23:40,189.1,High Seismicity
00:23:42,189.1,High Seismicity
00:23:44,189.1,High Seismicity
00:23:46,189.1,High Seismicity
00:23:48,189.1,High Seismicity
00:23:50,189.1,High Seismicity
00:23:52,189.1,High Seismicity
00:23:54,189.1,High Seismicity
00:23:56,189.1,High Seismicity
00:23:58,189.1,High Seismicity
00:24:00,189.1,High Seismicity
00:24:02,189.1,High Seismicity
00:24:04,189.2,High Seismicity
00:24:06,189.1,High Seismicity
00:24:08,189.1,High Seismicity
